Customer ID,Recency,Frequency,Monetary,Cluster,Churn
SS-20140,15,8,1324.028,2,0
SS-20410,110,6,3056.8070000000002,0,1
SS-20515,491,3,613.4,2,1
SS-20590,432,6,418.49,2,1
SS-20875,120,5,964.636,2,1
ST-20530,125,7,433.34000000000003,2,1
SU-20665,20,7,2595.364,0,0
SV-20365,101,10,11470.949999999999,3,1
SV-20785,320,9,4105.305,0,1
SV-20815,76,4,1271.0900000000001,2,0
SV-20935,2,8,1903.491,2,0
SW-20245,81,7,1085.078,2,0
SW-20275,30,6,1966.65,2,0
SW-20350,162,3,1019.044,2,1
SW-20455,162,7,2921.544,0,1
SW-20755,534,2,758.6959999999999,2,1
SZ-20035,35,11,3625.329,0,0
TA-21385,69,4,14595.62,3,0
TB-21055,119,5,1467.881,2,1
TB-21175,58,4,3589.296,0,0
TB-21190,49,4,816.1740000000001,2,0
TB-21250,349,7,1602.376,2,1
TB-21280,583,6,2198.45,0,1
TB-21355,146,5,834.328,2,1
TB-21400,202,7,9133.99,1,1
TB-21520,107,9,4737.486,0,1
TB-21595,285,5,1387.559,2,1
TB-21625,30,9,2797.668,0,0
TC-20980,399,5,19052.218,3,1
TC-21145,106,1,1038.26,2,1
TC-21295,27,8,4266.812,0,0
TC-21475,153,9,1244.976,2,1
TC-21535,4,7,742.5580000000001,2,0
TD-20995,37,9,1434.5480000000002,2,0
TG-21310,337,5,3058.372,0,1
TG-21640,114,4,2074.661,2,1
TH-21100,344,5,2422.824,0,1
TH-21115,58,4,2942.772,0,0
TH-21235,117,8,1022.201,2,1
TH-21550,72,7,4234.0960000000005,0,0
TM-21010,103,8,2955.2259999999997,0,1
TM-21490,130,3,1094.6779999999999,2,1
TN-21040,90,7,3130.221,0,0
TP-21130,8,9,4454.0560000000005,0,0
TP-21415,104,5,5329.0048,1,1
TP-21565,350,4,1936.6399999999999,2,1
TR-21325,193,5,675.9419999999999,2,1
TS-21085,357,2,4.833,2,1
TS-21160,504,6,2163.6240000000003,0,1
TS-21205,198,7,5371.09,1,1
TS-21340,226,5,974.7819999999999,2,1
TS-21370,36,6,11891.751,3,0
TS-21430,172,5,2054.14,2,1
TS-21505,11,6,2243.274,0,0
TS-21610,55,7,2820.424,0,0
TS-21655,238,5,3368.094,0,1
TT-21070,31,7,4915.602,1,0
TT-21220,183,8,1427.0439999999999,2,1
TT-21265,406,3,439.5,2,1
TT-21460,12,7,5364.808,1,0
TW-21025,64,7,5278.826,1,0
TZ-21580,35,4,1707.286,2,0
VB-21745,54,6,2005.596,2,0
VD-21670,581,6,6442.254,1,1
VF-21715,13,5,847.944,2,0
VG-21790,154,6,846.01,2,1
VG-21805,286,5,427.372,2,1
VM-21685,54,7,2454.866,0,0
VM-21835,117,5,380.69,2,1
VP-21730,30,3,993.9019999999999,2,0
VP-21760,75,7,3360.526,0,0
VS-21820,221,4,1055.981,2,1
VT-21700,1000,2,1736.596,2,1
VW-21775,28,10,6134.0380000000005,1,0
WB-21850,20,11,6160.102,1,0
XP-21865,43,11,2374.658,0,0
YC-21895,4,5,5454.35,1,0
YS-21880,9,8,6720.4439999999995,1,0
ZC-21910,54,13,8025.707,1,0
ZD-21925,202,5,1493.944,2,1
